ID,condition,condition_code,acknowledge_purchase,postpurchase_support,interaction,age,gender,initial_confidence,initial_satisfaction,price_sensitivity,PAL1,PAL2,PAL3,PAL4,PAL,TRU1,TRU2,TRU3,TRU4,Trust,CLO1,CLO2,CLO3,CLO4,CLO5,Closure,CFT1,CFT2,CFT3,CFT4,Counterfactual,REG1,REG2,REG3,REG4,Regret,MAN1,MAN2,MAN3,MAN4,MAN5,ManipIntent,IRR1,IRR2,IRR3,IRR4,IRR5,Irritation,choice_reversal,behavior_choice,view_policy,hide_ad
S2-0407,Ack+Alternative,1,1,0,0,34,Female,5,6,3,5,6,4,6,5.25,3,2,3,4,3.0,4,3,4,3,4,3.6,4,4,4,5,4.25,4,4,5,4,4.25,5,6,6,6,6,5.8,3,4,3,6,5,4.2,0,Retain,0,0
S2-0408,NoAck+Support,2,0,1,0,19,Nonbinary/Other,7,5,5,5,4,5,5,4.75,3,5,5,6,4.75,7,5,4,4,7,5.4,3,2,3,2,2.5,2,3,2,3,2.5,3,3,2,3,3,2.8,3,2,2,2,2,2.2,0,Retain,1,0
S2-0409,Ack+Support,3,1,1,1,22,Female,5,4,3,6,6,7,6,6.25,6,5,6,6,5.75,6,6,5,6,6,5.8,3,3,3,2,2.75,1,4,4,2,2.75,2,2,3,3,2,2.4,3,3,3,3,3,3.0,0,Retain,0,0
S2-0410,Ack+Alternative,1,1,0,0,18,Male,5,5,7,4,6,5,6,5.25,3,4,4,4,3.75,3,3,4,4,3,3.4,4,5,4,5,4.5,4,3,5,4,4.0,5,6,6,7,6,6.0,5,4,5,4,5,4.6,0,Retain,0,0
S2-0411,Ack+Alternative,1,1,0,0,30,Male,6,5,4,6,6,6,6,6.0,3,4,3,3,3.25,3,2,3,3,2,2.6,3,4,6,4,4.25,4,4,4,4,4.0,5,6,6,5,6,5.6,4,4,4,5,5,4.4,0,Retain,0,0
S2-0412,Ack+Alternative,1,1,0,0,33,Male,6,5,6,3,5,5,7,5.0,3,3,4,4,3.5,5,4,3,3,4,3.8,5,6,5,6,5.5,4,5,5,6,5.0,5,4,5,5,5,4.8,4,4,4,3,3,3.6,0,Retain,0,0
S2-0413,Ack+Alternative,1,1,0,0,23,Male,4,7,4,6,5,5,5,5.25,2,3,4,3,3.0,3,3,3,3,3,3.0,5,4,5,4,4.5,6,4,4,4,4.5,5,4,5,5,6,5.0,5,3,4,3,3,3.6,1,Exchange,1,0
S2-0414,Ack+Support,3,1,1,1,32,Nonbinary/Other,6,6,6,5,5,5,5,5.0,6,6,5,5,5.5,5,7,6,6,5,5.8,2,2,3,3,2.5,3,3,2,2,2.5,3,1,3,3,2,2.4,3,3,2,2,2,2.4,0,Retain,0,0
S2-0415,NoAck+Alternative,0,0,0,0,30,Male,6,5,5,3,3,3,3,3.0,3,3,4,4,3.5,4,4,4,4,3,3.8,5,4,4,6,4.75,3,3,5,4,3.75,5,5,4,5,4,4.6,4,3,3,4,4,3.6,0,Retain,0,0
S2-0416,NoAck+Support,2,0,1,0,29,Male,5,5,6,4,3,4,4,3.75,5,6,5,6,5.5,5,6,5,5,5,5.2,4,3,4,4,3.75,4,4,3,4,3.75,2,2,2,2,2,2.0,2,2,3,3,2,2.4,0,Retain,0,0
S2-0417,NoAck+Alternative,0,0,0,0,34,Female,5,6,3,3,3,3,3,3.0,4,4,3,4,3.75,3,2,1,2,2,2.0,6,5,6,5,5.5,4,4,4,4,4.0,4,4,4,5,3,4.0,4,4,5,5,4,4.4,0,Retain,0,0
S2-0418,Ack+Alternative,1,1,0,0,26,Male,6,5,6,4,5,4,5,4.5,4,3,4,3,3.5,5,4,3,3,4,3.8,4,4,3,5,4.0,4,4,5,5,4.5,5,5,5,5,4,4.8,4,4,2,5,3,3.6,1,Exchange,1,0
S2-0419,Ack+Support,3,1,1,1,23,Male,6,5,5,6,6,6,6,6.0,6,6,5,6,5.75,5,4,5,5,5,4.8,3,3,2,3,2.75,2,2,2,2,2.0,3,2,2,2,2,2.2,3,2,2,3,3,2.6,0,Retain,0,0
S2-0420,NoAck+Alternative,0,0,0,0,31,Male,6,6,3,3,5,3,3,3.5,4,3,5,4,4.0,5,5,4,4,4,4.4,4,5,6,5,5.0,4,5,4,4,4.25,4,4,5,4,6,4.6,5,4,3,5,3,4.0,0,Retain,1,0
S2-0421,Ack+Support,3,1,1,1,28,Female,5,6,3,3,4,5,4,4.0,4,5,5,6,5.0,6,6,5,6,6,5.8,3,2,3,3,2.75,3,2,2,1,2.0,2,2,1,3,3,2.2,3,2,2,3,2,2.4,0,Retain,0,0
S2-0422,Ack+Alternative,1,1,0,0,29,Male,6,5,5,5,5,4,5,4.75,4,3,4,3,3.5,4,3,4,4,3,3.6,5,6,4,5,5.0,4,3,4,4,3.75,5,4,5,6,6,5.2,5,5,5,6,4,5.0,0,Retain,0,0
S2-0423,NoAck+Support,2,0,1,0,21,Female,6,2,6,4,3,2,3,3.0,3,5,5,4,4.25,6,5,5,6,5,5.4,3,2,3,3,2.75,4,4,3,3,3.5,3,3,3,3,2,2.8,3,5,4,4,3,3.8,0,Retain,0,0
S2-0424,Ack+Alternative,1,1,0,0,24,Female,5,7,4,5,5,5,5,5.0,4,4,4,5,4.25,4,5,4,4,3,4.0,4,5,5,6,5.0,5,5,6,5,5.25,5,5,5,6,5,5.2,5,5,5,4,5,4.8,0,Retain,0,0
S2-0425,NoAck+Alternative,0,0,0,0,34,Female,5,6,5,5,5,5,4,4.75,6,4,5,4,4.75,3,4,4,3,4,3.6,5,5,5,6,5.25,4,5,5,4,4.5,4,4,3,4,3,3.6,4,4,3,4,4,3.8,0,Retain,1,0
S2-0426,NoAck+Alternative,0,0,0,0,20,Female,5,5,5,3,3,3,3,3.0,4,4,5,4,4.25,4,4,3,5,4,4.0,6,5,4,4,4.75,4,5,4,3,4.0,4,4,4,5,4,4.2,3,3,3,3,3,3.0,0,Retain,0,0
S2-0427,Ack+Support,3,1,1,1,27,Male,5,4,5,6,6,5,6,5.75,6,6,5,6,5.75,5,5,4,5,4,4.6,2,3,3,2,2.5,4,3,4,3,3.5,2,2,2,2,1,1.8,3,3,3,3,1,2.6,0,Retain,0,0
S2-0428,Ack+Alternative,1,1,0,0,31,Male,7,5,5,5,5,5,5,5.0,3,4,4,4,3.75,2,3,3,4,3,3.0,5,4,5,4,4.5,5,6,5,6,5.5,4,4,4,5,4,4.2,4,5,4,4,4,4.2,0,Retain,0,1
S2-0429,NoAck+Alternative,0,0,0,0,40,Nonbinary/Other,6,5,5,4,3,3,4,3.5,4,4,3,3,3.5,4,4,3,4,4,3.8,4,4,5,5,4.5,5,4,4,5,4.5,4,4,4,4,3,3.8,4,3,4,3,4,3.6,0,Retain,0,0
S2-0430,Ack+Alternative,1,1,0,0,41,Male,6,7,6,5,4,5,6,5.0,4,5,4,3,4.0,3,3,3,5,3,3.4,5,4,4,4,4.25,5,5,5,5,5.0,5,5,6,6,5,5.4,3,4,4,4,4,3.8,1,Exchange,0,0
S2-0431,NoAck+Alternative,0,0,0,0,24,Male,5,6,6,2,3,2,3,2.5,2,3,3,3,2.75,2,3,4,3,4,3.2,5,4,5,6,5.0,4,4,3,4,3.75,3,4,3,4,4,3.6,4,5,6,4,5,4.8,0,Retain,1,0
S2-0432,Ack+Support,3,1,1,1,22,Male,4,7,5,7,6,7,7,6.75,6,6,6,5,5.75,5,5,5,5,4,4.8,2,4,3,2,2.75,4,2,3,3,3.0,3,2,1,2,1,1.8,3,3,2,2,3,2.6,0,Retain,0,0
S2-0433,NoAck+Alternative,0,0,0,0,18,Male,6,5,7,4,3,3,3,3.25,4,4,3,4,3.75,4,3,3,3,4,3.4,5,6,4,6,5.25,5,5,5,5,5.0,4,4,4,3,4,3.8,4,5,5,5,4,4.6,1,Exchange,0,0
S2-0434,NoAck+Support,2,0,1,0,37,Female,5,6,5,5,5,4,4,4.5,5,4,5,5,4.75,5,4,4,6,5,4.8,3,3,2,4,3.0,3,3,3,3,3.0,4,3,4,3,2,3.2,2,3,3,3,2,2.6,0,Retain,0,0
S2-0435,NoAck+Support,2,0,1,0,41,Male,6,7,6,4,4,4,4,4.0,5,4,5,5,4.75,5,5,5,5,6,5.2,4,3,3,2,3.0,2,3,1,3,2.25,3,3,3,3,3,3.0,4,4,3,4,4,3.8,0,Retain,0,0
S2-0436,NoAck+Alternative,0,0,0,0,22,Female,5,5,6,4,3,3,3,3.25,4,3,3,3,3.25,3,4,3,4,4,3.6,5,5,6,5,5.25,4,4,4,5,4.25,4,4,3,3,3,3.4,4,5,4,4,5,4.4,0,Retain,1,0
S2-0437,NoAck+Support,2,0,1,0,41,Female,5,5,5,5,4,5,4,4.5,6,5,4,4,4.75,5,5,6,6,6,5.6,3,2,2,3,2.5,3,3,3,2,2.75,1,1,1,1,3,1.4,3,2,2,2,2,2.2,0,Retain,0,0
S2-0438,NoAck+Support,2,0,1,0,38,Female,6,4,3,3,3,4,3,3.25,5,4,5,5,4.75,6,5,5,4,5,5.0,3,4,3,3,3.25,3,3,1,3,2.5,3,3,3,2,2,2.6,3,3,3,2,3,2.8,0,Retain,0,0
S2-0439,Ack+Alternative,1,1,0,0,31,Female,3,6,6,5,6,6,6,5.75,4,5,3,3,3.75,3,3,4,2,3,3.0,5,5,6,6,5.5,5,5,5,5,5.0,5,6,6,5,5,5.4,5,5,5,6,5,5.2,0,Retain,0,1
S2-0440,Ack+Support,3,1,1,1,28,Female,5,6,6,6,5,6,5,5.5,5,6,4,5,5.0,6,6,6,7,6,6.2,2,2,2,2,2.0,2,3,3,2,2.5,2,1,2,2,1,1.6,3,1,3,3,2,2.4,0,Retain,1,0
S2-0441,NoAck+Alternative,0,0,0,0,29,Male,5,4,4,4,4,4,3,3.75,3,2,2,3,2.5,4,4,3,3,3,3.4,5,5,5,6,5.25,5,5,5,7,5.5,4,5,6,5,5,5.0,3,4,4,4,4,3.8,0,Retain,0,0
S2-0442,Ack+Alternative,1,1,0,0,38,Male,4,6,7,5,6,4,5,5.0,4,2,3,3,3.0,3,4,4,3,3,3.4,4,6,5,4,4.75,4,3,4,4,3.75,4,5,6,5,6,5.2,4,3,4,5,4,4.0,1,Cancel,0,1
S2-0443,Ack+Support,3,1,1,1,34,Male,5,5,5,5,5,5,5,5.0,4,4,4,4,4.0,5,5,6,6,5,5.4,1,2,3,1,1.75,4,3,3,2,3.0,2,2,1,3,1,1.8,3,3,3,2,3,2.8,0,Retain,0,0
S2-0444,NoAck+Support,2,0,1,0,31,Male,5,4,5,3,4,4,5,4.0,4,4,4,4,4.0,6,5,5,5,5,5.2,3,3,3,3,3.0,2,3,2,2,2.25,2,2,1,2,2,1.8,3,3,1,2,3,2.4,0,Retain,0,0
S2-0445,NoAck+Support,2,0,1,0,26,Male,6,6,5,5,5,4,5,4.75,6,5,5,5,5.25,4,5,3,4,4,4.0,3,3,3,3,3.0,2,3,4,3,3.0,3,3,2,3,3,2.8,2,2,2,2,2,2.0,0,Retain,0,0
S2-0446,NoAck+Support,2,0,1,0,30,Male,6,5,4,4,4,4,4,4.0,4,6,5,6,5.25,5,5,6,6,7,5.8,2,2,2,2,2.0,3,3,3,1,2.5,2,1,2,2,2,1.8,3,1,1,1,2,1.6,0,Retain,0,0
S2-0447,NoAck+Support,2,0,1,0,40,Male,5,4,6,4,4,5,4,4.25,6,6,5,5,5.5,5,5,6,5,5,5.2,3,1,3,2,2.25,3,2,1,2,2.0,2,1,2,3,2,2.0,3,4,4,4,3,3.6,1,Exchange,0,0
S2-0448,Ack+Support,3,1,1,1,36,Male,5,4,4,6,6,5,5,5.5,4,5,4,5,4.5,5,6,5,4,5,5.0,2,2,3,1,2.0,3,2,2,4,2.75,3,3,2,3,3,2.8,2,2,2,1,2,1.8,0,Retain,0,0
S2-0449,Ack+Alternative,1,1,0,0,28,Male,6,4,7,5,4,5,4,4.5,4,5,4,4,4.25,3,3,3,3,4,3.2,4,4,5,5,4.5,5,5,5,4,4.75,5,4,6,5,6,5.2,5,4,6,6,4,5.0,0,Retain,1,1
S2-0450,Ack+Alternative,1,1,0,0,27,Male,5,7,4,4,5,4,5,4.5,5,3,4,4,4.0,4,4,4,3,3,3.6,5,5,5,5,5.0,4,5,5,6,5.0,6,5,4,6,6,5.4,4,3,3,3,4,3.4,1,Exchange,1,0
S2-0451,Ack+Support,3,1,1,1,18,Female,5,5,4,6,6,6,6,6.0,4,5,5,5,4.75,6,6,5,6,6,5.8,2,2,3,2,2.25,2,2,2,2,2.0,3,3,2,2,1,2.2,2,3,3,2,3,2.6,0,Retain,0,0
S2-0452,Ack+Support,3,1,1,1,24,Female,5,5,5,5,5,6,6,5.5,6,6,6,7,6.25,7,6,7,6,7,6.6,1,2,2,2,1.75,1,2,2,1,1.5,2,1,2,1,1,1.4,2,2,2,3,2,2.2,0,Retain,0,0
S2-0453,Ack+Alternative,1,1,0,0,26,Male,6,4,4,5,5,6,5,5.25,4,4,4,5,4.25,1,3,2,3,4,2.6,5,6,5,5,5.25,5,5,5,4,4.75,5,5,7,5,5,5.4,4,4,4,4,3,3.8,0,Retain,0,0
S2-0454,NoAck+Support,2,0,1,0,20,Female,4,5,4,5,5,5,5,5.0,3,3,3,3,3.0,4,4,4,5,5,4.4,2,3,3,2,2.5,1,2,1,1,1.25,4,3,3,5,3,3.6,3,3,3,1,3,2.6,0,Retain,0,0
S2-0455,NoAck+Support,2,0,1,0,21,Female,5,5,5,4,5,4,4,4.25,4,6,5,5,5.0,5,5,5,5,5,5.0,3,4,4,3,3.5,4,3,3,4,3.5,2,3,4,3,2,2.8,3,2,3,2,2,2.4,0,Retain,0,0
S2-0456,Ack+Support,3,1,1,1,47,Nonbinary/Other,6,4,5,6,6,5,6,5.75,6,5,5,6,5.5,5,5,5,6,4,5.0,3,2,3,4,3.0,2,2,2,2,2.0,3,2,2,2,2,2.2,2,2,2,3,3,2.4,0,Retain,0,0
S2-0457,Ack+Support,3,1,1,1,29,Female,6,5,5,6,6,6,6,6.0,5,7,6,6,6.0,4,4,4,5,4,4.2,3,3,3,3,3.0,2,3,3,3,2.75,2,2,2,2,2,2.0,2,2,2,2,2,2.0,0,Retain,0,0
S2-0458,Ack+Support,3,1,1,1,31,Male,5,4,5,5,5,7,6,5.75,5,6,6,5,5.5,5,4,5,5,5,4.8,1,4,2,2,2.25,2,2,3,2,2.25,2,3,3,2,3,2.6,2,2,2,2,3,2.2,0,Retain,0,0
S2-0459,NoAck+Alternative,0,0,0,0,18,Male,7,6,3,3,3,3,3,3.0,2,4,4,4,3.5,3,4,3,4,3,3.4,4,6,4,3,4.25,5,4,4,5,4.5,3,4,5,5,3,4.0,5,7,5,6,6,5.8,1,Exchange,0,0
S2-0460,Ack+Support,3,1,1,1,36,Female,6,6,6,6,7,6,6,6.25,6,5,6,7,6.0,5,4,4,5,5,4.6,4,4,4,4,4.0,3,2,2,2,2.25,2,2,1,1,2,1.6,3,2,3,2,2,2.4,0,Retain,0,0
S2-0461,NoAck+Support,2,0,1,0,24,Male,6,5,5,4,4,5,4,4.25,6,5,5,5,5.25,4,5,4,4,5,4.4,4,4,4,3,3.75,3,3,2,3,2.75,2,3,2,2,3,2.4,3,1,2,2,3,2.2,0,Retain,0,0
S2-0462,NoAck+Support,2,0,1,0,38,Female,4,4,4,2,2,3,3,2.5,3,4,3,3,3.25,4,4,4,5,6,4.6,2,3,3,3,2.75,5,3,4,4,4.0,3,4,4,3,4,3.6,3,3,2,3,2,2.6,0,Retain,0,0
S2-0463,Ack+Alternative,1,1,0,0,34,Male,6,5,2,4,5,6,5,5.0,3,4,4,4,3.75,4,4,4,5,4,4.2,4,4,3,5,4.0,5,4,5,5,4.75,5,5,4,6,6,5.2,4,5,3,3,4,3.8,0,Retain,0,0
S2-0464,Ack+Support,3,1,1,1,26,Female,5,5,6,5,6,6,6,5.75,6,6,5,5,5.5,6,6,7,6,6,6.2,3,2,1,1,1.75,2,2,2,1,1.75,3,2,3,2,1,2.2,2,2,2,2,1,1.8,0,Retain,0,0
S2-0465,Ack+Alternative,1,1,0,0,36,Female,4,6,3,5,5,5,6,5.25,4,5,4,3,4.0,4,3,3,2,4,3.2,5,4,6,5,5.0,6,6,5,6,5.75,5,6,6,6,5,5.6,4,3,3,4,4,3.6,0,Retain,0,1
S2-0466,Ack+Support,3,1,1,1,24,Female,4,5,5,6,7,6,6,6.25,5,6,6,5,5.5,7,6,7,7,7,6.8,2,2,2,2,2.0,2,2,2,2,2.0,2,3,2,2,3,2.4,1,1,2,1,2,1.4,0,Retain,0,0
S2-0467,Ack+Alternative,1,1,0,0,37,Female,7,7,6,5,4,5,4,4.5,4,4,3,4,3.75,4,3,5,5,4,4.2,4,6,4,5,4.75,5,5,5,5,5.0,5,4,3,5,5,4.4,3,2,3,3,3,2.8,0,Retain,0,0
S2-0468,Ack+Alternative,1,1,0,0,42,Female,5,5,4,5,5,6,6,5.5,3,3,5,4,3.75,2,3,3,2,4,2.8,6,5,5,5,5.25,5,5,4,6,5.0,5,5,5,5,5,5.0,4,4,4,3,3,3.6,0,Retain,0,0
S2-0469,NoAck+Support,2,0,1,0,46,Male,6,5,5,4,4,4,5,4.25,4,5,5,6,5.0,5,5,6,5,6,5.4,3,3,3,3,3.0,4,2,3,4,3.25,2,3,3,2,2,2.4,3,4,3,3,3,3.2,1,Exchange,0,0
S2-0470,Ack+Alternative,1,1,0,0,19,Female,4,5,4,5,6,6,7,6.0,4,3,4,4,3.75,3,4,3,4,4,3.6,4,5,5,5,4.75,4,3,4,3,3.5,4,5,5,6,6,5.2,4,4,3,4,4,3.8,0,Retain,0,0
S2-0471,Ack+Support,3,1,1,1,27,Male,4,5,4,6,7,6,7,6.5,6,6,5,7,6.0,5,6,6,5,7,5.8,3,1,2,3,2.25,2,2,1,3,2.0,1,2,1,1,2,1.4,1,2,1,1,2,1.4,0,Retain,0,0
S2-0472,NoAck+Alternative,0,0,0,0,18,Female,7,5,6,2,2,3,2,2.25,3,2,3,4,3.0,4,4,4,5,3,4.0,4,4,4,4,4.0,4,4,4,4,4.0,5,5,4,5,4,4.6,4,4,4,4,4,4.0,0,Retain,0,0
S2-0473,NoAck+Support,2,0,1,0,25,Female,6,6,6,5,5,6,5,5.25,4,4,4,4,4.0,4,4,4,5,5,4.4,4,3,3,4,3.5,3,3,5,3,3.5,3,3,3,3,3,3.0,4,4,3,4,3,3.6,0,Retain,0,0
S2-0474,Ack+Alternative,1,1,0,0,34,Male,6,6,7,5,6,5,4,5.0,4,5,4,3,4.0,3,3,4,4,4,3.6,4,3,4,3,3.5,4,5,4,3,4.0,5,4,4,5,6,4.8,4,5,3,4,4,4.0,0,Retain,0,0
S2-0475,NoAck+Alternative,0,0,0,0,26,Male,6,7,5,4,3,3,4,3.5,3,4,4,3,3.5,4,3,3,3,4,3.4,4,4,5,4,4.25,4,4,4,4,4.0,4,5,5,4,6,4.8,2,3,2,3,2,2.4,0,Retain,0,0
S2-0476,Ack+Support,3,1,1,1,31,Male,6,5,6,5,6,6,6,5.75,6,6,4,5,5.25,7,6,7,7,6,6.6,1,2,1,1,1.25,1,1,2,1,1.25,3,2,3,3,3,2.8,3,2,3,2,3,2.6,0,Retain,0,0
S2-0477,Ack+Support,3,1,1,1,37,Female,5,6,6,5,5,6,6,5.5,5,6,5,5,5.25,5,7,6,6,6,6.0,4,3,3,3,3.25,4,3,4,4,3.75,2,3,1,2,1,1.8,2,2,3,2,3,2.4,0,Retain,0,0
S2-0478,Ack+Alternative,1,1,0,0,52,Female,4,5,4,4,6,4,5,4.75,5,4,4,3,4.0,4,4,5,3,4,4.0,4,4,5,5,4.5,4,6,6,5,5.25,4,5,5,5,5,4.8,6,5,6,6,6,5.8,0,Retain,1,1
S2-0479,Ack+Alternative,1,1,0,0,20,Female,6,7,5,4,5,5,4,4.5,4,2,3,3,3.0,3,3,4,4,3,3.4,4,4,4,5,4.25,5,4,5,5,4.75,5,6,6,6,6,5.8,3,4,4,4,4,3.8,0,Retain,1,0
S2-0480,NoAck+Support,2,0,1,0,24,Female,4,6,5,3,3,4,4,3.5,4,5,3,5,4.25,6,4,6,6,6,5.6,3,3,4,3,3.25,2,3,2,2,2.25,2,3,3,3,3,2.8,3,3,3,4,3,3.2,0,Retain,0,0
S2-0481,NoAck+Support,2,0,1,0,24,Nonbinary/Other,5,7,6,4,4,4,4,4.0,5,5,5,5,5.0,6,6,6,5,6,5.8,3,2,2,2,2.25,2,2,2,1,1.75,1,2,3,2,3,2.2,3,3,3,2,2,2.6,0,Retain,0,0
S2-0482,Ack+Support,3,1,1,1,30,Nonbinary/Other,5,5,5,6,7,6,6,6.25,6,6,6,7,6.25,6,4,6,6,5,5.4,2,3,3,4,3.0,3,3,2,2,2.5,2,2,2,1,1,1.6,2,3,3,2,2,2.4,0,Retain,0,0
S2-0483,Ack+Support,3,1,1,1,36,Female,5,3,4,4,5,5,5,4.75,4,7,6,5,5.5,5,5,4,5,5,4.8,3,3,3,2,2.75,3,1,3,2,2.25,1,1,2,1,1,1.2,2,2,2,3,3,2.4,0,Retain,0,0
S2-0484,NoAck+Support,2,0,1,0,18,Female,4,6,3,5,6,5,5,5.25,4,4,5,4,4.25,4,5,5,5,4,4.6,3,2,4,3,3.0,4,4,4,5,4.25,3,4,4,2,4,3.4,2,2,1,2,2,1.8,0,Retain,0,0
S2-0485,Ack+Support,3,1,1,1,26,Male,5,4,4,5,5,6,6,5.5,6,5,5,6,5.5,6,6,5,6,6,5.8,2,3,3,3,2.75,3,2,2,2,2.25,2,2,2,1,1,1.6,2,2,3,3,3,2.6,0,Retain,0,0
S2-0486,Ack+Alternative,1,1,0,0,30,Male,7,6,7,5,6,6,5,5.5,3,3,3,4,3.25,4,3,4,5,4,4.0,4,5,5,5,4.75,5,4,3,5,4.25,6,5,7,5,6,5.8,5,4,4,4,4,4.2,1,Exchange,0,1
S2-0487,Ack+Support,3,1,1,1,21,Female,5,4,6,5,5,5,5,5.0,6,4,4,5,4.75,6,6,5,6,6,5.8,3,2,2,3,2.5,2,2,2,1,1.75,2,2,2,2,2,2.0,1,2,3,3,2,2.2,0,Retain,0,0
S2-0488,NoAck+Alternative,0,0,0,0,35,Female,6,6,6,4,4,3,4,3.75,4,4,5,3,4.0,4,2,3,2,2,2.6,6,5,7,6,6.0,5,5,5,6,5.25,3,2,3,3,4,3.0,5,5,4,4,4,4.4,1,Exchange,0,0
S2-0489,NoAck+Support,2,0,1,0,31,Male,6,7,4,4,3,3,3,3.25,5,6,6,6,5.75,5,6,6,7,5,5.8,1,2,2,2,1.75,3,3,3,3,3.0,2,1,2,3,2,2.0,3,3,4,1,3,2.8,0,Retain,0,0
S2-0490,Ack+Support,3,1,1,1,39,Female,5,6,4,5,4,5,5,4.75,5,4,6,5,5.0,6,5,5,6,4,5.2,4,3,2,3,3.0,2,3,3,1,2.25,2,1,1,2,1,1.4,1,2,2,1,2,1.6,1,Exchange,0,0
S2-0491,NoAck+Support,2,0,1,0,33,Male,4,6,5,4,4,4,4,4.0,5,5,6,6,5.5,5,3,4,4,3,3.8,3,4,3,2,3.0,3,3,3,2,2.75,1,1,1,2,1,1.2,4,3,3,3,3,3.2,0,Retain,0,1
S2-0492,NoAck+Support,2,0,1,0,34,Male,5,5,4,4,5,5,6,5.0,6,5,5,6,5.5,5,4,5,5,5,4.8,2,3,3,3,2.75,3,4,4,2,3.25,2,3,3,4,3,3.0,3,1,4,1,2,2.2,1,Cancel,0,0
S2-0493,NoAck+Alternative,0,0,0,0,18,Male,6,5,5,4,3,5,5,4.25,5,4,4,3,4.0,2,2,3,3,3,2.6,5,5,6,5,5.25,5,4,5,4,4.5,4,3,4,4,4,3.8,4,4,4,4,4,4.0,1,Exchange,0,0
S2-0494,NoAck+Alternative,0,0,0,0,23,Female,5,4,3,2,3,2,3,2.5,2,2,2,3,2.25,4,5,4,3,4,4.0,4,5,4,5,4.5,4,4,4,5,4.25,3,3,4,3,3,3.2,3,4,3,3,4,3.4,1,Exchange,0,0
S2-0495,NoAck+Alternative,0,0,0,0,18,Male,6,4,6,2,3,3,2,2.5,4,3,4,3,3.5,5,5,5,5,4,4.8,2,3,2,3,2.5,3,4,4,4,3.75,3,4,2,3,4,3.2,4,4,3,5,3,3.8,0,Retain,0,0
S2-0496,Ack+Support,3,1,1,1,31,Female,5,6,6,5,5,5,6,5.25,5,5,5,6,5.25,5,6,6,6,5,5.6,2,2,3,2,2.25,3,3,1,2,2.25,3,2,1,3,3,2.4,2,2,3,2,3,2.4,0,Retain,0,0
S2-0497,NoAck+Alternative,0,0,0,0,40,Male,6,5,4,3,4,4,3,3.5,3,4,4,4,3.75,3,3,4,4,3,3.4,4,3,5,4,4.0,3,4,4,4,3.75,4,4,5,4,4,4.2,5,5,6,5,5,5.2,1,Exchange,0,1
S2-0498,Ack+Support,3,1,1,1,24,Male,5,4,5,7,5,6,6,6.0,5,5,5,6,5.25,5,4,5,7,6,5.4,3,2,2,1,2.0,3,1,3,2,2.25,1,2,2,2,2,1.8,3,3,2,4,3,3.0,0,Retain,0,1
S2-0499,NoAck+Support,2,0,1,0,23,Male,6,5,6,5,5,4,4,4.5,4,5,5,5,4.75,6,7,6,6,6,6.2,2,3,3,1,2.25,2,2,2,2,2.0,4,2,3,3,3,3.0,3,2,2,3,3,2.6,0,Retain,0,0
S2-0500,NoAck+Alternative,0,0,0,0,22,Male,5,4,5,2,3,3,2,2.5,4,3,4,4,3.75,4,4,3,4,3,3.6,4,5,4,4,4.25,4,3,4,3,3.5,4,4,5,3,3,3.8,3,3,3,2,2,2.6,0,Retain,0,0
S2-0501,Ack+Alternative,1,1,0,0,18,Male,6,5,6,4,4,4,5,4.25,3,3,4,4,3.5,4,2,3,2,3,2.8,5,6,6,5,5.5,6,5,5,5,5.25,4,4,5,6,5,4.8,5,6,4,5,5,5.0,1,Cancel,0,1
S2-0502,NoAck+Alternative,0,0,0,0,25,Male,7,4,6,3,5,5,4,4.25,4,5,4,4,4.25,4,4,4,4,4,4.0,3,3,5,4,3.75,3,4,4,4,3.75,5,5,5,5,6,5.2,3,4,5,5,5,4.4,1,Exchange,0,0
S2-0503,NoAck+Alternative,0,0,0,0,37,Male,5,5,6,5,4,5,5,4.75,4,4,4,4,4.0,2,3,3,3,3,2.8,5,5,4,5,4.75,4,6,5,5,5.0,4,5,5,5,5,4.8,6,5,6,6,6,5.8,0,Retain,0,0
S2-0504,NoAck+Alternative,0,0,0,0,26,Female,5,5,5,3,4,4,5,4.0,4,3,4,3,3.5,4,3,4,4,3,3.6,5,4,5,4,4.5,5,5,5,6,5.25,4,5,5,5,6,5.0,4,5,4,4,5,4.4,0,Retain,0,0
S2-0505,NoAck+Support,2,0,1,0,28,Male,5,4,5,5,6,5,4,5.0,4,4,5,4,4.25,5,5,4,4,5,4.6,4,3,2,3,3.0,3,3,3,3,3.0,4,4,3,4,3,3.6,3,2,3,1,2,2.2,0,Retain,0,0
S2-0506,Ack+Support,3,1,1,1,31,Female,5,5,7,4,5,6,6,5.25,5,5,5,6,5.25,5,5,6,5,6,5.4,2,2,3,1,2.0,2,4,2,3,2.75,2,1,3,3,1,2.0,1,1,2,2,2,1.6,0,Retain,0,0
S2-0507,Ack+Support,3,1,1,1,23,Female,6,6,5,6,5,7,7,6.25,6,7,7,6,6.5,6,6,5,6,6,5.8,3,2,1,2,2.0,2,3,2,2,2.25,3,3,2,2,3,2.6,2,2,3,3,2,2.4,0,Retain,0,0
S2-0508,Ack+Alternative,1,1,0,0,20,Male,4,5,7,5,5,4,5,4.75,4,3,3,4,3.5,3,3,4,4,4,3.6,5,5,5,6,5.25,5,4,6,4,4.75,6,5,5,5,6,5.4,4,4,4,5,5,4.4,1,Cancel,0,1
