ID,condition,condition_code,age,gender,initial_confidence,initial_satisfaction,choice_difficulty,product_involvement,category_knowledge,prior_return_frequency,platform_use_frequency,ad_skepticism,maximizing_tendency,price_sensitivity,IDN1,IDN2,IDN3,SIM1,SIM2,SIM3,ADV1,ADV2,ADV3,REP1,REP2,REP3,PAL1,PAL2,PAL3,PAL4,TRU1,TRU2,TRU3,TRU4,CLO1,CLO2,CLO3,CLO4,CLO5,CFT1,CFT2,CFT3,CFT4,REG1,REG2,REG3,REG4,RET1,RET2,RET3,RET4,RET5,AVO1,AVO2,AVO3,AVO4,AVO5,IRR1,IRR2,IRR3,IRR4,IRR5,ACC1,ACC2,ACC3,FIT1,FIT2,FIT3,PAL,Trust,Closure,Counterfactual,Regret,Return,Avoidance,Irritation,Accuracy,CurrentFit,same_vs_rest,superior_vs_rest
S1-0063,Superior-alternative,3,33,Female,5,4,2,4,4,3,7,7,6,4,3,3,1,6,6,7,5,6,6,4,4,5,4,4,5,6,2,3,3,4,4,3,4,5,4,4,5,5,3,4,4,4,5,3,4,4,5,4,5,5,5,5,5,2,4,3,4,3,6,5,5,3,2,4,4.75,3.0,4.0,4.25,4.25,4.0,5.0,3.2,5.333333333333333,3.0,-0.3333333333333333,1.0
S1-0064,Similar-product,2,20,Male,5,4,5,3,4,2,6,4,5,4,2,2,3,5,6,6,3,4,3,4,4,4,5,5,3,5,5,5,5,4,4,4,4,4,6,4,3,3,3,3,3,3,3,2,3,3,3,5,3,4,2,2,2,4,3,4,3,3,5,5,6,4,4,5,4.5,4.75,4.4,3.25,3.0,2.8,2.6,3.4,5.333333333333333,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0065,Unrelated,0,34,Female,5,5,4,6,5,3,5,6,5,5,1,1,2,2,2,2,3,2,2,2,3,3,6,4,5,5,5,6,5,4,5,5,5,5,6,2,2,3,2,1,3,3,1,1,2,3,2,7,3,4,4,4,4,3,3,3,3,5,3,4,5,4,5,5,5.0,5.0,5.2,2.25,2.0,1.8,3.8,3.4,4.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0066,Unrelated,0,31,Nonbinary/Other,5,4,5,6,4,4,4,6,5,5,2,2,1,2,1,2,1,1,1,3,2,3,4,6,4,4,5,5,5,4,6,5,7,6,6,3,3,3,3,2,3,2,1,2,2,2,2,5,2,3,4,3,2,2,2,2,1,1,4,5,4,4,4,4,4.5,4.75,6.0,3.0,2.0,2.2,2.8,1.6,4.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0067,Same-product,1,39,Male,5,6,3,7,5,3,6,4,4,6,6,5,6,5,6,6,3,2,2,5,6,5,4,3,2,4,3,3,2,3,5,4,5,5,5,3,2,2,2,1,3,3,3,2,2,3,2,6,5,5,6,5,5,5,6,5,7,6,4,4,5,2,3,2,3.25,2.75,4.8,2.25,2.5,2.2,5.2,5.8,4.333333333333333,2.3333333333333335,1.0,-0.3333333333333333
S1-0068,Superior-alternative,3,22,Male,6,6,3,6,6,1,5,3,6,5,1,3,2,6,6,7,5,6,6,4,4,4,4,3,4,3,4,5,5,4,4,5,3,5,4,5,4,4,5,4,4,5,4,3,4,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,5,3,2,4,3.5,4.5,4.2,4.5,4.25,3.6,4.8,5.0,4.333333333333333,3.0,-0.3333333333333333,1.0
S1-0069,Similar-product,2,31,Male,4,5,2,7,6,1,6,4,4,5,2,2,2,6,5,6,3,3,3,4,4,4,5,5,4,3,5,3,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,4,5,2,3,3,3,3,4,4,4,4,4,4,4,5,5,3,4,4.25,4.0,4.0,4.25,3.0,3.2,2.8,4.0,4.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0070,Similar-product,2,27,Female,5,6,4,3,5,5,4,3,4,6,3,3,3,6,6,6,3,3,3,5,4,5,5,5,4,6,5,5,4,4,4,4,3,3,3,4,4,5,4,3,5,4,5,4,3,4,3,4,4,3,4,3,3,4,4,5,5,3,5,5,6,4,5,4,5.0,4.5,3.4,4.25,4.25,3.6,3.4,4.2,5.333333333333333,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0071,Similar-product,2,31,Male,5,7,4,3,5,4,4,3,4,4,2,3,3,5,5,6,4,4,4,4,4,5,6,6,6,5,5,4,5,5,3,4,5,5,4,4,5,4,5,3,3,3,4,3,4,3,3,5,3,3,5,4,4,3,4,4,4,3,5,3,4,3,3,4,5.75,4.75,4.2,4.5,3.25,3.2,3.8,3.6,4.0,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0072,Unrelated,0,38,Male,7,5,3,6,5,4,5,4,3,3,2,2,1,2,1,2,1,1,2,2,2,2,5,6,6,6,6,6,5,6,6,7,6,6,6,3,3,3,2,2,3,2,3,2,2,2,3,5,3,2,2,2,2,3,2,2,2,1,3,4,3,6,5,5,5.75,5.75,6.2,2.75,2.5,2.4,2.2,2.0,3.3333333333333335,5.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0073,Similar-product,2,32,Female,6,5,3,6,4,2,4,4,4,6,2,2,2,5,5,5,4,4,4,4,5,5,5,4,4,4,5,3,4,5,6,5,4,5,5,3,3,2,3,2,2,3,2,2,3,3,2,5,4,4,4,4,3,4,2,4,4,3,6,5,6,3,2,2,4.25,4.25,5.0,2.75,2.25,2.6,3.8,3.4,5.666666666666667,2.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0074,Unrelated,0,37,Male,6,6,4,3,5,2,6,5,4,5,2,2,2,3,4,3,2,3,2,2,1,2,6,6,7,6,5,5,4,6,5,5,5,5,5,2,2,3,2,3,2,2,2,2,3,1,1,6,2,2,2,2,3,4,2,3,3,2,4,5,4,6,3,5,6.25,5.0,5.0,2.25,2.25,1.8,2.2,2.8,4.333333333333333,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0075,Similar-product,2,35,Male,5,5,5,5,3,1,3,7,6,6,2,1,2,5,5,6,3,3,4,4,4,4,5,4,4,4,5,5,4,3,7,6,6,6,7,4,3,3,3,3,2,4,3,3,3,2,3,6,4,3,4,4,4,5,4,4,3,5,5,4,5,4,4,5,4.25,4.25,6.4,3.25,3.0,2.6,3.8,4.2,4.666666666666667,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0076,Similar-product,2,21,Male,4,6,3,5,4,2,6,6,4,5,2,2,2,5,5,5,4,3,3,4,4,4,6,4,5,4,4,4,5,4,5,6,5,5,6,3,4,3,2,3,2,2,4,2,2,2,2,6,3,3,2,3,3,3,4,4,5,4,4,4,4,4,4,4,4.75,4.25,5.4,3.0,2.75,2.0,2.8,4.0,4.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0077,Same-product,1,21,Male,6,6,2,7,3,4,4,7,5,5,5,4,5,6,6,6,2,2,2,5,5,5,3,4,5,4,4,5,4,4,7,5,4,5,6,2,2,2,3,3,3,2,2,1,2,2,3,6,3,5,5,4,5,5,5,4,7,6,5,5,5,3,3,2,4.0,4.25,5.4,2.25,2.5,2.0,4.4,5.4,5.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0078,Similar-product,2,26,Male,6,4,5,6,4,3,4,3,4,5,3,2,2,5,5,6,5,4,4,5,5,5,3,4,3,4,5,3,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,3,4,4,3,6,4,4,4,4,5,4,4,3,4,4,5,4,5,5,4,3,3.5,4.0,3.8,4.25,4.25,3.2,4.2,3.8,4.666666666666667,4.0,-0.3333333333333333,-0.3333333333333333
S1-0079,Same-product,1,42,Female,5,6,4,5,4,3,3,5,5,4,6,6,6,5,5,7,3,2,3,6,6,6,5,3,4,5,4,3,3,3,5,6,4,6,6,3,2,1,1,2,3,3,2,3,3,2,3,6,5,5,5,5,6,7,6,7,7,7,5,6,6,3,3,2,4.25,3.25,5.4,1.75,2.5,2.6,5.2,6.8,5.666666666666667,2.6666666666666665,1.0,-0.3333333333333333
S1-0080,Superior-alternative,3,24,Female,4,4,2,4,2,1,5,3,6,5,2,2,2,6,7,5,5,6,7,5,5,5,5,5,5,4,4,5,4,4,3,3,3,4,3,6,4,6,5,5,5,4,5,6,5,5,5,2,3,2,3,3,2,5,6,6,4,6,5,5,6,3,4,4,4.75,4.25,3.2,5.25,4.75,5.4,2.6,5.4,5.333333333333333,3.6666666666666665,-0.3333333333333333,1.0
S1-0081,Similar-product,2,28,Female,5,7,3,5,3,3,5,4,4,6,1,1,1,6,6,6,3,3,4,4,4,5,4,3,3,3,4,5,5,5,4,4,3,4,4,3,4,3,3,2,2,3,4,3,2,1,1,6,4,4,4,3,3,5,4,4,5,6,6,5,6,4,4,4,3.25,4.75,3.8,3.25,2.75,1.8,3.6,4.8,5.666666666666667,4.0,-0.3333333333333333,-0.3333333333333333
S1-0082,Same-product,1,28,Male,6,6,2,4,3,1,6,6,4,6,5,6,6,6,5,6,3,3,2,5,6,5,3,4,2,3,3,3,4,3,6,7,6,7,7,4,3,2,3,2,3,2,2,2,2,2,3,5,6,5,5,5,6,5,5,5,6,6,3,3,3,5,3,4,3.0,3.25,6.6,3.0,2.25,2.4,5.4,5.4,3.0,4.0,1.0,-0.3333333333333333
S1-0083,Unrelated,0,44,Male,6,4,3,5,7,3,6,5,5,4,1,2,1,3,2,2,1,2,1,2,2,1,6,5,6,5,4,5,5,5,5,6,6,5,5,2,2,2,3,2,2,3,2,2,2,1,2,6,3,3,2,3,2,3,3,2,3,3,4,4,4,5,4,5,5.5,4.75,5.4,2.25,2.25,1.8,2.6,2.8,4.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0084,Same-product,1,27,Female,5,6,4,5,5,3,4,5,4,5,4,6,5,5,6,7,2,2,2,5,5,6,2,3,2,3,4,3,3,4,5,5,5,5,5,3,4,3,3,2,2,2,2,2,2,1,3,7,5,5,5,6,5,6,5,6,6,6,5,5,5,3,2,1,2.5,3.5,5.0,3.25,2.0,1.8,5.2,5.8,5.0,2.0,1.0,-0.3333333333333333
S1-0085,Similar-product,2,34,Female,5,7,4,5,5,3,5,5,4,4,1,1,1,6,6,5,5,4,4,5,5,5,5,6,6,5,5,6,5,5,3,4,4,4,4,6,5,5,5,4,5,4,5,4,5,5,5,3,2,3,2,3,2,2,3,2,3,3,5,5,5,4,3,4,5.5,5.25,3.8,5.25,4.5,4.8,2.4,2.6,5.0,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0086,Superior-alternative,3,30,Male,6,5,4,5,3,3,4,5,4,6,3,2,2,5,6,5,5,5,5,4,4,5,5,4,3,5,4,4,4,4,4,3,3,3,3,5,5,5,6,3,6,6,6,4,3,4,4,3,4,3,5,4,5,4,2,3,4,3,5,5,5,3,3,4,4.25,4.0,3.2,5.25,5.25,4.0,4.2,3.2,5.0,3.3333333333333335,-0.3333333333333333,1.0
S1-0087,Unrelated,0,39,Male,6,6,5,4,4,4,5,5,6,3,1,1,1,3,2,2,2,1,2,2,2,2,4,4,4,4,4,4,4,5,5,6,6,4,6,1,2,2,2,1,2,2,3,1,1,1,1,6,2,3,3,4,3,3,2,3,2,2,4,3,4,6,5,4,4.0,4.25,5.4,1.75,2.0,1.2,3.0,2.4,3.6666666666666665,5.0,-0.3333333333333333,-0.3333333333333333
S1-0088,Same-product,1,18,Female,5,4,2,5,5,4,6,5,4,6,6,6,7,6,7,7,2,3,3,5,6,7,4,4,3,4,4,4,5,3,6,7,6,6,6,3,3,3,2,3,3,3,3,4,4,3,3,6,4,4,4,4,4,6,5,6,6,6,5,6,5,3,2,3,3.75,4.0,6.2,2.75,3.0,3.2,4.0,5.8,5.333333333333333,2.6666666666666665,1.0,-0.3333333333333333
S1-0089,Same-product,1,26,Male,5,5,4,4,6,3,5,4,6,4,6,6,6,6,6,6,1,2,2,6,6,6,5,4,4,5,5,5,5,5,6,5,5,5,5,3,3,3,3,3,3,2,3,3,3,3,4,4,5,4,4,5,4,5,5,5,5,5,6,5,6,3,3,4,4.5,5.0,5.2,3.0,2.75,3.4,4.4,5.0,5.666666666666667,3.3333333333333335,1.0,-0.3333333333333333
S1-0090,Unrelated,0,20,Male,4,5,3,5,3,6,5,3,4,4,2,1,1,2,2,3,1,1,2,4,3,3,4,3,4,3,4,3,4,3,4,4,4,5,4,3,4,3,4,2,2,2,2,2,1,2,3,6,4,4,4,3,3,2,3,3,2,2,3,3,3,5,5,5,3.5,3.5,4.2,3.5,2.0,2.0,3.6,2.4,3.0,5.0,-0.3333333333333333,-0.3333333333333333
S1-0091,Same-product,1,30,Male,7,5,5,1,4,1,4,3,5,5,6,6,5,6,6,5,2,3,2,6,7,6,5,3,4,4,5,5,4,3,6,5,5,5,5,3,2,1,3,3,3,1,3,2,3,2,1,6,4,4,5,4,4,5,6,6,5,5,4,5,5,2,3,2,4.0,4.25,5.2,2.25,2.5,2.0,4.2,5.4,4.666666666666667,2.3333333333333335,1.0,-0.3333333333333333
S1-0092,Superior-alternative,3,27,Male,6,7,4,7,4,3,5,5,6,5,1,1,1,4,5,5,5,6,6,5,4,3,6,6,5,5,5,4,5,5,4,3,3,4,3,5,5,5,4,4,6,5,5,4,4,5,5,3,3,3,3,3,4,6,4,5,4,5,5,5,5,3,4,3,5.5,4.75,3.4,4.75,5.0,4.6,3.2,4.8,5.0,3.3333333333333335,-0.3333333333333333,1.0
S1-0093,Similar-product,2,22,Female,3,6,3,3,4,2,6,5,6,5,2,2,2,6,6,4,4,2,3,4,3,4,3,4,4,3,5,5,4,3,2,4,3,2,3,4,5,5,5,4,4,4,3,3,3,3,3,5,4,5,5,5,5,4,4,4,3,4,6,6,7,4,4,5,3.5,4.25,2.8,4.75,3.75,3.0,4.8,3.8,6.333333333333333,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0094,Similar-product,2,30,Male,6,6,2,5,5,3,4,6,4,4,2,2,1,6,7,6,3,4,2,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,5,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,5,4,4,5,5,6,5,2,4,4,4.25,4.0,4.0,4.25,4.25,3.8,4.2,4.4,5.333333333333333,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0095,Unrelated,0,18,Male,6,5,4,5,4,3,7,4,5,3,2,2,1,1,1,2,2,2,2,3,2,3,4,5,5,5,5,5,5,5,5,6,6,6,7,3,2,3,3,4,3,2,3,2,1,1,1,6,3,4,3,2,3,3,5,3,4,5,3,5,4,6,5,6,4.75,5.0,6.0,2.75,3.0,1.4,3.0,4.0,4.0,5.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0096,Same-product,1,18,Female,6,4,2,5,5,4,4,5,7,7,6,6,7,6,6,7,2,3,2,5,5,6,3,3,4,4,3,4,4,3,4,6,5,6,6,3,3,3,3,3,1,2,2,1,1,1,2,7,4,5,5,4,5,4,4,4,4,4,4,4,5,3,3,3,3.5,3.5,5.4,3.0,2.0,1.2,4.6,4.0,4.333333333333333,3.0,1.0,-0.3333333333333333
S1-0097,Same-product,1,33,Male,7,5,3,6,4,3,5,5,4,6,6,6,5,6,6,6,2,2,2,5,6,6,4,3,4,4,4,3,4,3,3,4,3,4,4,3,3,3,4,3,3,2,3,3,2,3,4,5,5,6,6,6,6,7,6,6,7,7,5,5,5,4,2,3,3.75,3.5,3.6,3.25,2.75,3.0,5.8,6.6,5.0,3.0,1.0,-0.3333333333333333
S1-0098,Same-product,1,18,Female,4,4,3,6,6,5,5,6,3,3,5,6,5,5,6,6,3,2,3,5,6,5,2,3,3,2,2,3,3,3,5,5,5,4,6,3,3,3,3,3,3,4,4,3,3,3,4,4,6,5,6,6,5,7,6,6,6,6,4,4,4,4,3,3,2.5,2.75,5.0,3.0,3.5,3.4,5.6,6.2,4.0,3.3333333333333335,1.0,-0.3333333333333333
S1-0099,Similar-product,2,42,Male,7,4,5,6,2,2,4,4,4,5,2,3,2,6,5,5,3,2,3,4,3,4,4,4,4,4,4,5,4,5,5,5,7,6,6,3,4,3,4,4,3,4,3,3,3,2,4,4,4,2,3,3,3,5,6,5,5,4,6,5,4,3,3,3,4.0,4.5,5.8,3.5,3.5,3.2,3.0,5.0,5.0,3.0,-0.3333333333333333,-0.3333333333333333
S1-0100,Unrelated,0,32,Male,6,3,3,4,5,2,6,4,4,5,1,1,1,2,3,2,2,1,1,2,3,2,5,3,5,5,5,4,5,5,5,6,6,6,7,4,2,2,2,2,2,2,1,3,2,3,2,6,3,4,4,4,2,3,2,4,4,2,3,3,3,5,5,5,4.5,4.75,6.0,2.5,1.75,2.4,3.4,3.0,3.0,5.0,-0.3333333333333333,-0.3333333333333333
S1-0101,Similar-product,2,27,Female,5,5,3,6,4,4,4,4,4,5,1,1,1,6,6,6,4,3,3,3,4,4,4,4,5,4,4,5,5,4,4,4,3,4,4,4,2,4,3,2,3,3,3,2,3,2,2,6,4,4,4,4,5,4,3,4,3,4,5,4,4,3,4,3,4.25,4.5,3.8,3.25,2.75,2.2,4.2,3.6,4.333333333333333,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0102,Superior-alternative,3,33,Male,5,5,5,5,3,3,5,5,5,5,1,1,1,6,6,6,6,6,6,4,4,4,5,5,5,5,7,5,5,6,2,3,2,2,2,6,5,7,6,6,6,6,7,6,6,6,6,3,3,3,3,4,4,3,4,3,3,4,5,4,7,3,3,5,5.0,5.75,2.2,6.0,6.25,5.8,3.4,3.4,5.333333333333333,3.6666666666666665,-0.3333333333333333,1.0
S1-0103,Same-product,1,23,Female,4,5,5,4,5,3,5,5,4,2,6,6,6,5,6,6,3,3,3,6,5,5,3,4,5,5,5,4,4,4,5,4,4,4,5,3,3,3,3,3,3,2,3,2,2,2,3,5,4,4,4,4,4,6,6,5,5,7,4,4,5,2,3,3,4.25,4.25,4.4,3.0,2.75,2.4,4.0,5.8,4.333333333333333,2.6666666666666665,1.0,-0.3333333333333333
S1-0104,Same-product,1,26,Male,5,6,4,5,4,2,5,5,5,6,5,6,6,5,6,6,3,2,2,6,6,6,4,3,3,4,4,4,3,5,4,4,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,5,3,2,4,4,4,5,5,5,5,5,5,6,6,2,3,3,3.5,4.0,3.6,3.25,3.0,3.2,3.4,5.0,5.666666666666667,2.6666666666666665,1.0,-0.3333333333333333
S1-0105,Superior-alternative,3,18,Female,4,5,4,4,3,4,6,6,5,5,2,1,2,5,5,5,6,6,7,5,4,5,4,5,4,5,3,4,4,4,3,4,4,4,4,6,5,5,6,4,4,4,4,5,4,3,5,4,3,3,5,4,5,4,3,3,3,4,5,4,4,3,4,4,4.5,3.75,3.8,5.5,4.0,4.2,4.0,3.4,4.333333333333333,3.6666666666666665,-0.3333333333333333,1.0
S1-0106,Same-product,1,31,Female,4,5,3,5,2,4,4,4,3,5,6,6,6,6,7,7,3,2,2,5,5,6,3,5,4,3,3,3,5,3,5,5,4,6,4,3,2,4,3,3,3,2,3,2,2,2,2,7,3,3,3,3,3,4,4,4,4,4,5,5,5,2,3,2,3.75,3.5,4.8,3.0,2.75,1.8,3.0,4.0,5.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0107,Superior-alternative,3,28,Female,5,4,3,6,5,2,5,2,5,7,1,1,1,5,5,5,5,5,6,4,4,5,4,5,4,5,2,4,3,3,2,2,2,3,3,5,5,5,5,4,4,3,4,3,4,4,4,4,4,5,5,4,4,5,5,5,5,6,5,4,6,4,3,3,4.5,3.0,2.4,5.0,3.75,3.8,4.4,5.2,5.0,3.3333333333333335,-0.3333333333333333,1.0
S1-0108,Unrelated,0,27,Female,5,7,2,6,4,3,4,5,5,5,2,1,1,3,2,2,2,1,2,3,3,3,3,5,5,4,4,4,4,3,5,6,7,5,5,1,1,2,1,2,2,2,2,2,2,3,2,6,3,4,3,4,3,2,3,2,3,2,2,2,3,4,4,3,4.25,3.75,5.6,1.25,2.0,2.2,3.4,2.4,2.3333333333333335,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0109,Superior-alternative,3,32,Female,6,5,4,3,5,3,7,5,3,4,2,2,2,5,5,5,6,6,6,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,6,5,5,5,5,4,4,4,4,4,4,4,3,5,5,3,4,3,4,4,4,4,4,4,4,5,2,3,4,4.5,5.0,4.0,5.25,4.25,4.2,4.0,4.0,4.333333333333333,3.0,-0.3333333333333333,1.0
S1-0110,Unrelated,0,39,Female,5,6,3,5,6,3,3,6,4,5,1,1,1,2,1,2,2,1,2,2,2,2,6,5,6,6,5,7,6,6,5,5,6,6,6,2,3,3,4,2,2,2,1,2,2,2,2,6,3,2,2,2,2,2,3,2,2,2,3,2,4,5,5,5,5.75,6.0,5.6,3.0,1.75,2.0,2.2,2.2,3.0,5.0,-0.3333333333333333,-0.3333333333333333
S1-0111,Superior-alternative,3,28,Male,6,6,2,3,4,5,6,4,3,4,2,2,2,6,5,5,5,7,6,4,4,4,4,4,5,4,3,3,4,3,3,3,4,4,4,4,6,5,5,5,5,5,4,4,5,5,4,4,3,4,4,4,3,4,4,4,4,3,4,4,5,4,4,4,4.25,3.25,3.6,5.0,4.75,4.4,3.6,3.8,4.333333333333333,4.0,-0.3333333333333333,1.0
S1-0112,Superior-alternative,3,18,Female,3,4,1,5,4,4,4,4,4,4,2,2,1,5,5,5,6,5,6,4,4,5,5,5,6,5,4,3,5,5,3,3,3,3,3,6,6,6,6,6,5,6,6,5,6,5,6,1,4,4,3,3,4,3,4,3,4,4,6,6,5,2,3,3,5.25,4.25,3.0,6.0,5.75,5.8,3.6,3.6,5.666666666666667,2.6666666666666665,-0.3333333333333333,1.0
S1-0113,Unrelated,0,19,Female,6,5,2,5,5,2,5,4,5,4,3,3,2,2,2,1,2,3,2,3,2,3,4,5,6,6,5,5,5,5,5,5,5,5,5,3,4,3,3,3,2,2,3,3,3,3,2,6,2,2,3,3,2,3,3,3,1,3,4,3,3,4,4,4,5.25,5.0,5.0,3.25,2.5,2.6,2.4,2.6,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0114,Superior-alternative,3,27,Male,4,4,2,4,5,4,3,4,4,4,2,2,2,5,6,6,5,5,5,5,5,5,4,6,4,4,4,4,4,4,3,5,4,4,4,4,5,5,5,4,4,5,4,4,5,5,5,4,4,4,3,3,3,4,4,4,4,3,5,5,4,4,4,3,4.5,4.0,4.0,4.75,4.25,4.6,3.4,3.8,4.666666666666667,3.6666666666666665,-0.3333333333333333,1.0
S1-0115,Similar-product,2,38,Male,6,6,4,3,6,6,7,3,2,6,2,3,2,5,4,5,3,3,3,4,5,4,3,1,2,3,3,3,3,3,4,4,4,5,4,3,3,3,2,3,3,4,4,3,4,3,4,5,5,5,6,4,5,4,4,4,4,4,4,5,5,5,5,5,2.25,3.0,4.2,2.75,3.5,3.4,5.0,4.0,4.666666666666667,5.0,-0.3333333333333333,-0.3333333333333333
S1-0116,Unrelated,0,24,Male,6,6,4,6,4,4,6,3,5,5,2,2,2,2,1,3,1,2,1,1,3,2,5,5,5,4,4,4,5,4,4,5,5,5,5,3,3,4,3,2,3,3,3,2,3,3,2,5,3,3,4,4,4,2,4,4,3,4,4,4,3,4,5,4,4.75,4.25,4.8,3.25,2.75,2.6,3.6,3.4,3.6666666666666665,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0117,Similar-product,2,28,Male,6,7,3,4,4,3,6,5,6,5,2,2,3,5,5,6,3,3,3,4,4,4,4,3,5,5,3,4,4,5,5,4,5,4,5,4,4,4,4,3,3,2,2,2,3,3,4,6,4,4,3,2,4,5,4,4,4,5,4,4,5,4,4,4,4.25,4.0,4.6,4.0,2.5,2.8,3.4,4.4,4.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0118,Similar-product,2,31,Female,4,6,4,5,5,2,6,5,4,7,2,2,3,6,6,6,4,2,3,4,4,4,5,4,3,3,3,4,3,4,5,4,4,5,3,2,3,3,2,4,2,4,3,2,3,2,3,6,5,5,4,4,5,5,4,3,5,4,5,5,5,4,4,4,3.75,3.5,4.2,2.5,3.25,2.4,4.6,4.2,5.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0119,Same-product,1,35,Male,6,6,6,4,4,4,5,5,4,5,5,6,6,6,6,7,3,2,2,5,5,6,3,3,4,3,3,3,3,3,5,5,6,4,6,3,3,3,2,2,2,2,2,3,3,3,3,5,4,4,4,5,4,6,7,6,6,6,5,5,5,3,3,3,3.25,3.0,5.2,2.75,2.0,3.0,4.2,6.2,5.0,3.0,1.0,-0.3333333333333333
S1-0120,Same-product,1,18,Male,6,4,2,3,4,4,3,3,3,5,6,5,6,6,6,6,2,2,2,6,6,6,4,4,3,3,4,4,3,3,6,6,5,5,5,3,3,3,2,3,3,2,2,3,3,3,3,6,5,5,5,4,5,4,4,5,5,5,6,5,5,2,2,2,3.5,3.5,5.4,2.75,2.5,2.8,4.8,4.6,5.333333333333333,2.0,1.0,-0.3333333333333333
S1-0121,Superior-alternative,3,20,Male,5,6,2,5,3,4,5,6,5,5,3,2,2,5,5,5,6,5,6,4,4,4,6,6,6,6,4,5,4,4,3,2,4,4,4,5,5,6,5,5,4,5,5,4,5,5,6,3,4,5,5,4,5,5,5,6,4,5,4,5,4,3,3,4,6.0,4.25,3.4,5.25,4.75,5.0,4.6,5.0,4.333333333333333,3.3333333333333335,-0.3333333333333333,1.0
S1-0122,Superior-alternative,3,40,Female,5,5,5,7,4,2,5,6,2,6,2,2,1,5,6,5,5,6,6,5,4,5,4,5,5,5,4,5,3,4,4,4,4,4,5,5,5,5,6,4,4,3,4,4,5,5,4,3,3,4,3,3,3,3,5,5,5,6,5,6,5,4,5,4,4.75,4.0,4.2,5.25,3.75,4.6,3.2,4.8,5.333333333333333,4.333333333333333,-0.3333333333333333,1.0
S1-0123,Superior-alternative,3,34,Male,5,6,5,5,5,5,5,3,4,6,1,1,2,6,7,6,5,6,6,4,4,5,4,5,3,4,3,4,4,3,2,2,2,2,2,5,6,5,7,5,5,5,5,5,5,4,6,3,3,5,5,4,4,4,4,4,4,4,5,4,5,2,3,1,4.0,3.5,2.0,5.75,5.0,5.0,4.2,4.0,4.666666666666667,2.0,-0.3333333333333333,1.0
S1-0124,Unrelated,0,43,Female,6,6,5,3,3,5,5,6,4,5,2,2,2,2,2,2,2,2,1,2,2,2,6,6,7,6,5,6,6,6,4,5,5,5,6,3,3,4,4,4,4,4,4,3,3,4,2,4,1,1,2,1,1,2,3,1,3,1,3,4,2,4,4,4,6.25,5.75,5.0,3.5,4.0,3.2,1.2,2.0,3.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0125,Similar-product,2,28,Male,7,5,4,5,7,3,6,4,5,6,1,1,1,6,6,6,4,3,3,4,4,4,4,5,4,5,5,4,5,6,5,6,5,5,5,3,3,3,4,4,4,3,3,3,3,3,3,5,1,3,3,2,3,4,5,3,4,3,4,5,5,4,4,5,4.5,5.0,5.2,3.25,3.5,3.0,2.4,3.8,4.666666666666667,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0126,Same-product,1,21,Female,5,6,6,4,5,4,5,5,4,5,6,6,7,5,7,6,2,2,3,6,5,6,5,5,5,5,6,4,4,4,5,5,6,6,6,3,4,3,3,3,3,2,3,3,2,2,2,5,5,5,4,5,5,5,6,6,7,6,6,5,5,3,2,2,5.0,4.5,5.6,3.25,2.75,2.4,4.8,6.0,5.333333333333333,2.3333333333333335,1.0,-0.3333333333333333
